codigo_municipio,sigla_uf,nome_municipio,nome_municipio_padronizado,ano,quantidade_mortes_intervencao_policial_civil_fora_de_servico,quantidade_feminicidio,quantidade_mortes_intervencao_policial_militar_fora_de_servico,quantidade_furto_veiculos,quantidade_mortes_intervencao_policial_civil_em_servico,quantidade_estupro,quantidade_morte_policiais_civis_confronto_em_servico,quantidade_mortes_intervencao_policial_militar_em_servico,quantidade_mortes_policiais_confronto,quantidade_posse_uso_entorpecente,quantidade_mortes_violentas_intencionais,quantidade_morte_policiais_militares_fora_de_servico,quantidade_morte_policiais_civis_fora_de_servico,quantidade_latrocinio,quantidade_porte_ilegal_arma_de_fogo,quantidade_mortes_intervencao_policial,quantidade_roubo_furto_veiculos,quantidade_posse_ilegal_arma_de_fogo,quantidade_lesao_corporal_dolosa_violencia_domestica,quantidade_trafico_entorpecente,quantidade_roubo_veiculos,quantidade_lesao_corporal_morte,quantidade_morte_policiais_militares_confronto_em_servico,quantidade_posse_ilegal_porte_ilegal_arma_de_fogo,quantidade_homicidio_doloso,proporcao_mortes_intenvencao_policial_x_mortes_violentas_intencionais
3550308,SP,São Paulo,sao paulo,2018,0.0,29.0,0.0,40395.0,0.0,2590.0,0.0,0.0,29.0,1588.0,1225,0.0,0.0,82,1139.0,406.0,67255.0,0.0,9588.0,8651.0,26860.0,14.0,0.0,1139.0,723,33.0
1721000,TO,Palmas,palmas,2018,0.0,0.0,0.0,606.0,0.0,123.0,0.0,0.0,0.0,45.0,73,0.0,0.0,3,23.0,4.0,798.0,32.0,270.0,104.0,192.0,1.0,0.0,55.0,65,5.0
2704302,AL,Maceió,maceio,2019,0.0,10.0,0.0,665.0,0.0,323.0,0.0,0.0,2.0,89.0,293,0.0,0.0,3,404.0,38.0,1267.0,296.0,614.0,944.0,602.0,2.0,0.0,700.0,288,12.0
2304400,CE,Fortaleza,fortaleza,2019,0.0,6.0,0.0,2582.0,0.0,604.0,0.0,0.0,2.0,1104.0,708,0.0,0.0,8,0.0,51.0,5323.0,0.0,2443.0,3301.0,2741.0,13.0,0.0,0.0,636,7.0
5300108,DF,Brasília,brasilia,2019,0.0,32.0,0.0,5137.0,0.0,762.0,0.0,0.0,0.0,5576.0,461,0.0,0.0,25,578.0,8.0,8562.0,244.0,3160.0,2597.0,3425.0,6.0,0.0,997.0,422,1.0
3205309,ES,Vitória,vitoria,2019,0.0,2.0,0.0,595.0,0.0,125.0,0.0,0.0,0.0,187.0,80,0.0,0.0,0,80.0,3.0,841.0,5.0,126.0,524.0,246.0,4.0,0.0,85.0,73,3.0
5208707,GO,Goiânia,goiania,2019,0.0,1.0,0.0,2393.0,0.0,501.0,0.0,0.0,0.0,3460.0,420,0.0,0.0,4,271.0,135.0,3417.0,0.0,1633.0,1488.0,1024.0,16.0,0.0,453.0,265,32.0
2111300,MA,São Luís,sao luis,2019,0.0,8.0,0.0,748.0,0.0,275.0,0.0,0.0,0.0,680.0,264,0.0,0.0,24,249.0,33.0,1906.0,0.0,2091.0,933.0,1158.0,3.0,0.0,249.0,204,12.0
5103403,MT,Cuiabá,cuiaba,2019,0.0,0.0,0.0,1040.0,0.0,292.0,0.0,0.0,0.0,410.0,99,0.0,0.0,5,137.0,17.0,2026.0,81.0,0.0,754.0,986.0,0.0,0.0,218.0,94,17.0
1501402,PA,Belém,belem,2019,0.0,4.0,0.0,1007.0,0.0,354.0,0.0,0.0,10.0,325.0,456,0.0,0.0,16,62.0,107.0,1807.0,45.0,1704.0,997.0,800.0,4.0,0.0,107.0,329,23.0
2507507,PB,João Pessoa,joao pessoa,2019,0.0,5.0,0.0,485.0,0.0,27.0,0.0,0.0,1.0,142.0,192,0.0,0.0,6,263.0,9.0,1455.0,92.0,909.0,317.0,970.0,2.0,0.0,355.0,184,4.0
2611606,PE,Recife,recife,2019,0.0,8.0,0.0,1485.0,0.0,431.0,0.0,0.0,1.0,729.0,483,0.0,0.0,22,206.0,10.0,4546.0,105.0,1843.0,1897.0,3061.0,4.0,0.0,311.0,457,2.0
2211001,PI,Teresina,teresina,2019,0.0,5.0,0.0,1809.0,0.0,259.0,0.0,0.0,1.0,163.0,242,0.0,0.0,14,249.0,21.0,5114.0,83.0,1153.0,492.0,3305.0,4.0,0.0,332.0,224,8.0
4106902,PR,Curitiba,curitiba,2019,0.0,3.0,0.0,4777.0,0.0,1091.0,0.0,0.0,0.0,3458.0,338,0.0,0.0,9,144.0,79.0,6867.0,173.0,2225.0,1572.0,2090.0,5.0,0.0,317.0,245,23.0
4205407,SC,Florianópolis,florianopolis,2019,0.0,1.0,0.0,463.0,0.0,218.0,0.0,0.0,0.0,1279.0,70,0.0,0.0,0,45.0,9.0,666.0,36.0,0.0,1538.0,203.0,0.0,0.0,81.0,61,12.0
2800308,SE,Aracaju,aracaju,2019,0.0,3.0,0.0,348.0,0.0,206.0,0.0,0.0,0.0,187.0,209,0.0,0.0,2,0.0,37.0,969.0,0.0,293.0,468.0,621.0,0.0,0.0,208.0,170,17.0
2927408,BA,Salvador,salvador,2019,0.0,13.0,0.0,1228.0,0.0,608.0,0.0,0.0,3.0,1386.0,1175,0.0,0.0,18,157.0,157.0,6154.0,38.0,2838.0,1791.0,4926.0,13.0,0.0,195.0,987,13.0
3106200,MG,Belo Horizonte,belo horizonte,2019,0.0,17.0,0.0,5123.0,0.0,653.0,0.0,0.0,0.0,2648.0,382,0.0,0.0,8,238.0,10.0,6653.0,224.0,7744.0,5288.0,1530.0,7.0,0.0,610.0,367,2.0
5002704,MS,Campo Grande,campo grande,2019,0.0,5.0,0.0,2113.0,0.0,673.0,0.0,0.0,0.0,573.0,93,0.0,0.0,3,137.0,13.0,2409.0,0.0,1349.0,1291.0,296.0,4.0,0.0,215.0,86,13.0
3304557,RJ,Rio de Janeiro,rio de janeiro,2019,0.0,21.0,0.0,6862.0,0.0,1726.0,0.0,0.0,19.0,1271.0,1913,0.0,0.0,34,0.0,726.0,25328.0,0.0,8966.0,2266.0,18466.0,19.0,0.0,819.0,1134,37.0
2408102,RN,Natal,natal,2019,0.0,3.0,0.0,481.0,0.0,171.0,0.0,0.0,6.0,89.0,220,0.0,0.0,18,81.0,60.0,3194.0,17.0,174.0,291.0,2713.0,24.0,0.0,98.0,178,27.0
4314902,RS,Porto Alegre,porto alegre,2019,0.0,6.0,0.0,2812.0,0.0,665.0,0.0,0.0,3.0,1708.0,357,0.0,0.0,12,1847.0,22.0,7559.0,1131.0,3513.0,2329.0,4747.0,1.0,0.0,2978.0,322,6.0
3550308,SP,São Paulo,sao paulo,2019,0.0,44.0,0.0,37331.0,0.0,2663.0,0.0,0.0,21.0,1580.0,1175,0.0,0.0,66,1141.0,402.0,58560.0,0.0,11403.0,7869.0,21229.0,22.0,0.0,1141.0,685,34.0
1721000,TO,Palmas,palmas,2019,0.0,1.0,0.0,597.0,0.0,114.0,0.0,0.0,0.0,64.0,75,0.0,0.0,7,37.0,7.0,763.0,38.0,593.0,217.0,166.0,2.0,0.0,75.0,59,9.0
1200401,AC,Rio Branco,rio branco,2019,0.0,4.0,0.0,515.0,0.0,182.0,0.0,0.0,0.0,0.0,175,0.0,0.0,4,0.0,12.0,1253.0,0.0,115.0,139.0,738.0,0.0,0.0,57.0,171,6.0
1302603,AM,Manaus,manaus,2019,0.0,12.0,0.0,1972.0,0.0,855.0,0.0,0.0,4.0,525.0,984,0.0,0.0,40,236.0,85.0,4410.0,337.0,2505.0,2305.0,2438.0,21.0,0.0,573.0,838,8.0
1600303,AP,Macapá,macapa,2019,0.0,5.0,0.0,734.0,0.0,336.0,0.0,0.0,1.0,82.0,325,0.0,0.0,10,91.0,89.0,1389.0,23.0,384.0,467.0,655.0,23.0,0.0,114.0,203,27.0
1100205,RO,Porto Velho,porto velho,2019,0.0,1.0,0.0,1991.0,0.0,345.0,0.0,0.0,0.0,238.0,119,0.0,0.0,7,231.0,7.0,3934.0,80.0,1249.0,570.0,1943.0,0.0,0.0,311.0,105,5.0
1400100,RR,Boa Vista,boa vista,2019,0.0,5.0,0.0,603.0,0.0,222.0,0.0,0.0,0.0,203.0,146,0.0,0.0,15,31.0,0.0,1071.0,0.0,515.0,354.0,468.0,7.0,0.0,40.0,124,
2704302,AL,Maceió,maceio,2020,0.0,10.0,0.0,755.0,0.0,287.0,0.0,0.0,1.0,40.0,370,0.0,0.0,5,329.0,4.0,1248.0,194.0,519.0,1001.0,493.0,3.0,0.0,523.0,362,1.0
2304400,CE,Fortaleza,fortaleza,2020,0.0,4.0,0.0,2591.0,0.0,554.0,0.0,0.0,5.0,799.0,1303,0.0,0.0,12,442.0,57.0,7560.0,172.0,129.0,2625.0,4969.0,18.0,0.0,614.0,1216,4.0
5300108,DF,Brasília,brasilia,2020,0.0,17.0,0.0,4285.0,0.0,699.0,0.0,0.0,1.0,5403.0,425,0.0,0.0,33,573.0,11.0,6503.0,264.0,3276.0,2993.0,2218.0,5.0,0.0,1006.0,376,2.0
3205309,ES,Vitória,vitoria,2020,0.0,4.0,0.0,669.0,0.0,107.0,0.0,0.0,0.0,107.0,79,0.0,0.0,0,67.0,8.0,823.0,5.0,155.0,498.0,154.0,4.0,0.0,72.0,67,10.0
5208707,GO,Goiânia,goiania,2020,0.0,4.0,0.0,1606.0,0.0,458.0,0.0,0.0,1.0,6982.0,382,0.0,0.0,5,300.0,135.0,2214.0,0.0,1622.0,1556.0,608.0,9.0,0.0,416.0,233,35.0
2111300,MA,São Luís,sao luis,2020,0.0,6.0,0.0,654.0,0.0,187.0,0.0,0.0,2.0,439.0,280,0.0,0.0,16,295.0,18.0,1677.0,60.0,948.0,790.0,1023.0,0.0,0.0,355.0,246,6.0
5103403,MT,Cuiabá,cuiaba,2020,0.0,6.0,0.0,838.0,0.0,291.0,0.0,0.0,1.0,500.0,108,0.0,0.0,2,108.0,26.0,1531.0,92.0,1678.0,1005.0,693.0,0.0,0.0,200.0,80,24.0
1501402,PA,Belém,belem,2020,0.0,4.0,0.0,850.0,0.0,490.0,0.0,0.0,4.0,433.0,384,0.0,0.0,7,40.0,76.0,1626.0,34.0,2820.0,1297.0,776.0,9.0,0.0,74.0,292,19.0
2507507,PB,João Pessoa,joao pessoa,2020,0.0,6.0,0.0,353.0,0.0,97.0,0.0,0.0,1.0,127.0,240,0.0,0.0,1,252.0,5.0,1431.0,72.0,913.0,291.0,1078.0,1.0,0.0,324.0,238,2.0
2611606,PE,Recife,recife,2020,0.0,8.0,0.0,1303.0,0.0,428.0,0.0,0.0,4.0,595.0,553,0.0,0.0,21,210.0,14.0,3284.0,90.0,0.0,2173.0,1981.0,2.0,0.0,300.0,530,2.0
2211001,PI,Teresina,teresina,2020,0.0,6.0,0.0,1162.0,0.0,285.0,0.0,0.0,6.0,123.0,293,0.0,0.0,22,313.0,12.0,4114.0,97.0,850.0,387.0,2952.0,1.0,0.0,410.0,270,4.0
4106902,PR,Curitiba,curitiba,2020,0.0,8.0,0.0,3558.0,0.0,702.0,0.0,0.0,3.0,3374.0,347,0.0,0.0,5,200.0,90.0,4892.0,50.0,1949.0,1915.0,1334.0,5.0,0.0,250.0,247,25.0
4205407,SC,Florianópolis,florianopolis,2020,0.0,4.0,0.0,386.0,0.0,225.0,0.0,0.0,0.0,1441.0,82,0.0,0.0,1,43.0,15.0,510.0,27.0,957.0,1139.0,124.0,1.0,0.0,70.0,65,18.0
2800308,SE,Aracaju,aracaju,2020,0.0,0.0,0.0,259.0,0.0,144.0,0.0,0.0,0.0,162.0,246,0.0,0.0,6,0.0,44.0,929.0,0.0,371.0,449.0,670.0,0.0,0.0,198.0,196,17.0
2927408,BA,Salvador,salvador,2020,0.0,19.0,0.0,930.0,0.0,498.0,0.0,0.0,5.0,752.0,1553,0.0,0.0,17,187.0,368.0,5061.0,42.0,1831.0,1638.0,4131.0,17.0,0.0,229.0,1151,23.0
3106200,MG,Belo Horizonte,belo horizonte,2020,0.0,16.0,0.0,5396.0,0.0,662.0,0.0,0.0,0.0,2884.0,343,0.0,0.0,4,241.0,26.0,7423.0,217.0,1701.0,6326.0,2027.0,0.0,0.0,551.0,339,7.0
5002704,MS,Campo Grande,campo grande,2020,0.0,16.0,0.0,1859.0,0.0,696.0,0.0,0.0,3.0,529.0,182,0.0,0.0,7,145.0,8.0,2073.0,196.0,1159.0,1123.0,214.0,3.0,0.0,341.0,172,4.0
3304557,RJ,Rio de Janeiro,rio de janeiro,2020,0.0,18.0,0.0,6027.0,0.0,1481.0,0.0,0.0,9.0,2217.0,1420,0.0,0.0,33,0.0,415.0,18360.0,0.0,11741.0,1607.0,12333.0,15.0,0.0,142.0,957,29.0
2408102,RN,Natal,natal,2020,0.0,2.0,0.0,316.0,0.0,195.0,0.0,0.0,5.0,175.0,245,0.0,0.0,15,142.0,50.0,2863.0,74.0,553.0,481.0,2547.0,7.0,0.0,216.0,223,20.0
4314902,RS,Porto Alegre,porto alegre,2020,0.0,10.0,0.0,1874.0,0.0,512.0,0.0,0.0,0.0,1439.0,306,0.0,0.0,10,236.0,13.0,5217.0,260.0,3015.0,2441.0,3343.0,5.0,0.0,496.0,278,4.0
3550308,SP,São Paulo,sao paulo,2020,0.0,40.0,0.0,27035.0,0.0,2318.0,0.0,0.0,25.0,1478.0,1177,0.0,0.0,46,931.0,390.0,41000.0,0.0,9572.0,7352.0,13965.0,32.0,0.0,931.0,709,33.0
1721000,TO,Palmas,palmas,2020,0.0,0.0,0.0,430.0,0.0,128.0,0.0,0.0,0.0,58.0,103,0.0,0.0,4,33.0,6.0,582.0,9.0,350.0,221.0,152.0,2.0,0.0,42.0,91,5.0
1200401,AC,Rio Branco,rio branco,2020,0.0,7.0,0.0,270.0,0.0,184.0,0.0,0.0,1.0,19.0,184,0.0,0.0,7,0.0,16.0,1068.0,0.0,707.0,88.0,798.0,1.0,0.0,44.0,176,8.0
1302603,AM,Manaus,manaus,2020,0.0,13.0,0.0,1882.0,0.0,690.0,0.0,0.0,4.0,447.0,783,0.0,0.0,33,203.0,78.0,3766.0,329.0,1889.0,1979.0,1884.0,15.0,0.0,532.0,657,9.0
1600303,AP,Macapá,macapa,2020,0.0,4.0,0.0,206.0,0.0,282.0,0.0,0.0,0.0,106.0,247,0.0,0.0,4,0.0,79.0,392.0,0.0,453.0,447.0,186.0,13.0,0.0,0.0,151,31.0
1100205,RO,Porto Velho,porto velho,2020,0.0,5.0,0.0,0.0,0.0,285.0,0.0,0.0,2.0,178.0,161,0.0,0.0,7,276.0,3.0,2571.0,99.0,1278.0,545.0,0.0,10.0,0.0,375.0,141,1.0
1400100,RR,Boa Vista,boa vista,2020,0.0,5.0,0.0,543.0,0.0,275.0,0.0,0.0,1.0,146.0,133,0.0,0.0,13,0.0,16.0,835.0,0.0,472.0,333.0,292.0,4.0,0.0,25.0,100,12.0
2704302,AL,Maceió,maceio,2021,0.0,7.0,0.0,804.0,0.0,287.0,0.0,0.0,1.0,77.0,307,0.0,0.0,2,301.0,4.0,1194.0,175.0,628.0,1157.0,390.0,1.0,0.0,476.0,304,1.0
2304400,CE,Fortaleza,fortaleza,2021,0.0,5.0,0.0,2313.0,0.0,547.0,0.0,0.0,2.0,749.0,927,0.0,0.0,19,393.0,32.0,6471.0,131.0,78.0,2498.0,4158.0,5.0,0.0,524.0,871,3.0
5300108,DF,Brasília,brasilia,2021,0.0,25.0,0.0,3733.0,0.0,593.0,0.0,0.0,0.0,5192.0,347,0.0,0.0,23,510.0,8.0,5763.0,256.0,3127.0,2694.0,2030.0,6.0,0.0,915.0,310,2.0
3205309,ES,Vitória,vitoria,2021,0.0,1.0,0.0,537.0,0.0,72.0,0.0,0.0,1.0,180.0,78,0.0,0.0,1,80.0,9.0,778.0,7.0,139.0,463.0,241.0,2.0,0.0,87.0,66,11.0
5208707,GO,Goiânia,goiania,2021,0.0,4.0,0.0,1436.0,0.0,409.0,0.0,0.0,0.0,11964.0,258,0.0,0.0,7,254.0,83.0,1771.0,0.0,1260.0,1301.0,335.0,3.0,0.0,334.0,165,32.0
2111300,MA,São Luís,sao luis,2021,0.0,3.0,0.0,682.0,0.0,204.0,0.0,0.0,3.0,452.0,254,0.0,0.0,24,237.0,14.0,2146.0,75.0,929.0,709.0,1464.0,4.0,0.0,312.0,212,5.0
5103403,MT,Cuiabá,cuiaba,2021,0.0,5.0,0.0,867.0,0.0,342.0,0.0,0.0,0.0,406.0,66,0.0,0.0,3,108.0,15.0,1344.0,100.0,1472.0,1060.0,477.0,1.0,0.0,208.0,47,22.0
1501402,PA,Belém,belem,2021,0.0,12.0,0.0,183.0,0.0,611.0,0.0,0.0,4.0,592.0,336,0.0,0.0,10,59.0,77.0,893.0,35.0,2727.0,1107.0,710.0,4.0,0.0,94.0,245,22.0
2507507,PB,João Pessoa,joao pessoa,2021,0.0,3.0,0.0,465.0,0.0,105.0,0.0,0.0,1.0,169.0,232,0.0,0.0,2,253.0,15.0,1691.0,53.0,819.0,245.0,1226.0,2.0,0.0,306.0,228,6.0
2611606,PE,Recife,recife,2021,0.0,12.0,0.0,922.0,0.0,381.0,0.0,0.0,2.0,714.0,549,0.0,0.0,15,235.0,14.0,3017.0,73.0,0.0,2312.0,2095.0,1.0,0.0,308.0,533,2.0
2211001,PI,Teresina,teresina,2021,0.0,11.0,0.0,873.0,0.0,351.0,0.0,0.0,3.0,164.0,322,0.0,0.0,13,392.0,18.0,4324.0,98.0,742.0,432.0,3451.0,1.0,0.0,490.0,308,5.0
4106902,PR,Curitiba,curitiba,2021,0.0,8.0,0.0,2828.0,0.0,724.0,0.0,0.0,0.0,3060.0,327,0.0,0.0,4,165.0,97.0,3814.0,47.0,1910.0,2118.0,986.0,8.0,0.0,212.0,218,29.0
4205407,SC,Florianópolis,florianopolis,2021,0.0,4.0,0.0,366.0,0.0,205.0,0.0,0.0,0.0,1772.0,56,0.0,0.0,0,48.0,12.0,482.0,19.0,995.0,896.0,116.0,0.0,0.0,67.0,44,21.0
2800308,SE,Aracaju,aracaju,2021,0.0,5.0,0.0,211.0,0.0,229.0,0.0,0.0,1.0,133.0,198,0.0,0.0,2,0.0,40.0,746.0,0.0,404.0,362.0,535.0,1.0,0.0,144.0,155,20.0
2927408,BA,Salvador,salvador,2021,0.0,14.0,0.0,1027.0,0.0,403.0,0.0,0.0,4.0,812.0,1614,0.0,0.0,29,261.0,300.0,6028.0,51.0,1150.0,1809.0,5001.0,14.0,0.0,312.0,1271,18.0
3106200,MG,Belo Horizonte,belo horizonte,2021,0.0,17.0,0.0,5918.0,0.0,658.0,0.0,0.0,0.0,3017.0,273,0.0,0.0,4,249.0,14.0,7288.0,151.0,1639.0,5864.0,1370.0,0.0,0.0,465.0,269,5.0
5002704,MS,Campo Grande,campo grande,2021,0.0,2.0,0.0,1775.0,0.0,735.0,0.0,0.0,0.0,558.0,140,0.0,0.0,5,188.0,6.0,2043.0,174.0,1013.0,1083.0,268.0,2.0,0.0,362.0,133,4.0
3304557,RJ,Rio de Janeiro,rio de janeiro,2021,0.0,25.0,0.0,6367.0,0.0,1600.0,0.0,0.0,5.0,2495.0,1304,0.0,0.0,38,0.0,458.0,18513.0,0.0,0.0,1537.0,12146.0,18.0,0.0,129.0,790,35.0
2408102,RN,Natal,natal,2021,0.0,5.0,0.0,428.0,0.0,159.0,0.0,0.0,3.0,312.0,215,0.0,0.0,11,162.0,57.0,2329.0,64.0,638.0,608.0,1901.0,10.0,0.0,226.0,194,26.0
4314902,RS,Porto Alegre,porto alegre,2021,0.0,9.0,0.0,2082.0,0.0,507.0,0.0,0.0,0.0,2142.0,298,0.0,0.0,14,246.0,39.0,3988.0,253.0,2442.0,2541.0,1906.0,1.0,0.0,499.0,244,13.0
3550308,SP,São Paulo,sao paulo,2021,0.0,33.0,0.0,34331.0,0.0,2339.0,0.0,0.0,7.0,1587.0,958,0.0,0.0,56,824.0,282.0,47987.0,0.0,10480.0,6237.0,13656.0,17.0,0.0,824.0,603,29.0
1721000,TO,Palmas,palmas,2021,0.0,7.0,0.0,460.0,0.0,157.0,0.0,0.0,0.0,53.0,70,0.0,0.0,2,33.0,13.0,581.0,5.0,399.0,170.0,121.0,0.0,0.0,38.0,55,18.0
1200401,AC,Rio Branco,rio branco,2021,0.0,4.0,0.0,303.0,0.0,213.0,0.0,0.0,0.0,44.0,97,0.0,0.0,4,0.0,6.0,1095.0,0.0,704.0,200.0,792.0,1.0,0.0,64.0,92,6.0
1302603,AM,Manaus,manaus,2021,0.0,11.0,0.0,1710.0,0.0,590.0,0.0,0.0,4.0,191.0,1185,0.0,0.0,44,193.0,69.0,3945.0,56.0,2194.0,1454.0,2235.0,12.0,0.0,249.0,1060,5.0
1600303,AP,Macapá,macapa,2021,0.0,2.0,0.0,248.0,0.0,316.0,0.0,0.0,0.0,156.0,330,0.0,0.0,18,0.0,119.0,480.0,0.0,669.0,520.0,232.0,9.0,0.0,0.0,184,36.0
1100205,RO,Porto Velho,porto velho,2021,0.0,3.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,109.0,178,0.0,0.0,5,286.0,6.0,2537.0,111.0,1231.0,416.0,0.0,6.0,0.0,397.0,161,3.0
1400100,RR,Boa Vista,boa vista,2021,0.0,2.0,0.0,423.0,0.0,0.0,0.0,0.0,0.0,185.0,152,0.0,0.0,9,0.0,9.0,687.0,0.0,735.0,285.0,264.0,6.0,0.0,32.0,128,5.0
